#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
,result,table,_time,_value,_field,_measurement,sensor_id
,,0,2026-03-18T01:10:57Z,0.674737232804,co,airSensors,TLM0100
,,0,2026-03-18T01:11:07Z,0.713525263486,co,airSensors,TLM0100
,,0,2026-03-18T01:11:17Z,0.701564083787,co,airSensors,TLM0100
,,0,2026-03-18T01:11:27Z,0.651494191028,co,airSensors,TLM0100
,,0,2026-03-18T01:11:37Z,0.721021368287,co,airSensors,TLM0100
,,0,2026-03-18T01:11:47Z,0.664136179105,co,airSensors,TLM0100
,,0,2026-03-18T01:11:57Z,0.628229196595,co,airSensors,TLM0100
,,0,2026-03-18T01:12:07Z,0.721573046459,co,airSensors,TLM0100
,,0,2026-03-18T01:12:17Z,0.657958354896,co,airSensors,TLM0100
,,0,2026-03-18T01:12:27Z,0.515998983469,co,airSensors,TLM0100
,,0,2026-03-18T01:12:37Z,0.748337700546,co,airSensors,TLM0100
,,0,2026-03-18T01:12:47Z,0.735786060488,co,airSensors,TLM0100
,,0,2026-03-18T01:12:57Z,0.660719362029,co,airSensors,TLM0100
,,0,2026-03-18T01:13:07Z,0.753584478047,co,airSensors,TLM0100
,,0,2026-03-18T01:13:17Z,0.554182621110,co,airSensors,TLM0100
,,0,2026-03-18T01:13:27Z,0.698683348982,co,airSensors,TLM0100
,,0,2026-03-18T01:13:37Z,0.709784866935,co,airSensors,TLM0100
,,0,2026-03-18T01:13:47Z,0.636480119926,co,airSensors,TLM0100
,,0,2026-03-18T01:13:57Z,0.733327906463,co,airSensors,TLM0100
,,0,2026-03-18T01:14:07Z,0.669716213489,co,airSensors,TLM0100
,,0,2026-03-18T01:14:17Z,0.666830462746,co,airSensors,TLM0100
,,0,2026-03-18T01:14:27Z,0.702783976904,co,airSensors,TLM0100
,,0,2026-03-18T01:14:37Z,0.727252291071,co,airSensors,TLM0100
,,0,2026-03-18T01:14:47Z,0.609350126856,co,airSensors,TLM0100
,,0,2026-03-18T01:14:57Z,0.703757220472,co,airSensors,TLM0100
,,0,2026-03-18T01:15:07Z,0.666429096371,co,airSensors,TLM0100
,,0,2026-03-18T01:15:17Z,0.662974802471,co,airSensors,TLM0100
,,0,2026-03-18T01:15:27Z,0.558673780119,co,airSensors,TLM0100
,,0,2026-03-18T01:15:37Z,0.392874959066,co,airSensors,TLM0100
,,0,2026-03-18T01:15:47Z,0.754668129349,co,airSensors,TLM0100
,,0,2026-03-18T01:15:57Z,0.706954740469,co,airSensors,TLM0100
,,0,2026-03-18T01:16:07Z,0.734639279991,co,airSensors,TLM0100
,,0,2026-03-18T01:16:17Z,0.694286740614,co,airSensors,TLM0100
,,0,2026-03-18T01:16:27Z,0.690988339773,co,airSensors,TLM0100
,,0,2026-03-18T01:16:37Z,0.716563338594,co,airSensors,TLM0100
,,0,2026-03-18T01:16:47Z,0.709353641478,co,airSensors,TLM0100
,,0,2026-03-18T01:16:57Z,0.691180622962,co,airSensors,TLM0100
,,0,2026-03-18T01:17:07Z,0.876190508695,co,airSensors,TLM0100
,,0,2026-03-18T01:17:17Z,0.677574565028,co,airSensors,TLM0100
,,0,2026-03-18T01:17:27Z,0.663072338316,co,airSensors,TLM0100
,,0,2026-03-18T01:17:37Z,0.583977098960,co,airSensors,TLM0100
,,0,2026-03-18T01:17:47Z,0.711296699145,co,airSensors,TLM0100
,,0,2026-03-18T01:17:57Z,0.686505925463,co,airSensors,TLM0100
,,0,2026-03-18T01:18:07Z,0.696769978399,co,airSensors,TLM0100
,,0,2026-03-18T01:18:17Z,0.476881869195,co,airSensors,TLM0100
,,0,2026-03-18T01:18:27Z,0.725556230035,co,airSensors,TLM0100
,,0,2026-03-18T01:18:37Z,0.710147098505,co,airSensors,TLM0100
,,0,2026-03-18T01:18:47Z,0.717019753866,co,airSensors,TLM0100
,,0,2026-03-18T01:18:57Z,0.678266211335,co,airSensors,TLM0100
,,0,2026-03-18T01:19:07Z,0.724909332422,co,airSensors,TLM0100
,,0,2026-03-18T01:19:17Z,0.685123903558,co,airSensors,TLM0100
,,0,2026-03-18T01:19:27Z,0.694124516078,co,airSensors,TLM0100
,,0,2026-03-18T01:19:37Z,0.722228441553,co,airSensors,TLM0100
,,0,2026-03-18T01:19:47Z,0.639682388971,co,airSensors,TLM0100
,,0,2026-03-18T01:19:57Z,0.741708191924,co,airSensors,TLM0100
,,0,2026-03-18T01:20:07Z,0.685858498958,co,airSensors,TLM0100
,,0,2026-03-18T01:20:17Z,0.644894504039,co,airSensors,TLM0100
,,0,2026-03-18T01:20:27Z,0.516798153463,co,airSensors,TLM0100
,,0,2026-03-18T01:20:37Z,0.590644413699,co,airSensors,TLM0100
,,0,2026-03-18T01:20:47Z,0.710748716383,co,airSensors,TLM0100
,,0,2026-03-18T01:20:57Z,0.525473806025,co,airSensors,TLM0100
,,0,2026-03-18T01:21:07Z,0.729966182879,co,airSensors,TLM0100
,,0,2026-03-18T01:21:17Z,0.670472881095,co,airSensors,TLM0100
,,0,2026-03-18T01:21:27Z,0.709360739358,co,airSensors,TLM0100
,,0,2026-03-18T01:21:37Z,0.715610860715,co,airSensors,TLM0100
,,0,2026-03-18T01:21:47Z,0.693426667000,co,airSensors,TLM0100
,,0,2026-03-18T01:21:57Z,0.649893064040,co,airSensors,TLM0100
,,0,2026-03-18T01:22:07Z,0.513888997760,co,airSensors,TLM0100
,,0,2026-03-18T01:22:17Z,0.760636895301,co,airSensors,TLM0100
,,0,2026-03-18T01:22:27Z,0.652940536776,co,airSensors,TLM0100
,,0,2026-03-18T01:22:37Z,0.673744302067,co,airSensors,TLM0100
,,0,2026-03-18T01:22:47Z,0.654606396593,co,airSensors,TLM0100
,,0,2026-03-18T01:22:57Z,0.652766844402,co,airSensors,TLM0100
,,0,2026-03-18T01:23:07Z,0.556859943793,co,airSensors,TLM0100
,,0,2026-03-18T01:23:17Z,0.659058318357,co,airSensors,TLM0100
,,0,2026-03-18T01:23:27Z,0.741380338379,co,airSensors,TLM0100
,,0,2026-03-18T01:23:37Z,0.640534219769,co,airSensors,TLM0100
,,0,2026-03-18T01:23:47Z,0.703878786389,co,airSensors,TLM0100
,,0,2026-03-18T01:23:57Z,0.489778746152,co,airSensors,TLM0100
,,0,2026-03-18T01:24:07Z,0.635957335747,co,airSensors,TLM0100
,,0,2026-03-18T01:24:17Z,0.730756701978,co,airSensors,TLM0100
,,0,2026-03-18T01:24:27Z,0.690852443017,co,airSensors,TLM0100
,,0,2026-03-18T01:24:37Z,0.728866328347,co,airSensors,TLM0100
,,0,2026-03-18T01:24:47Z,0.707182794476,co,airSensors,TLM0100
,,0,2026-03-18T01:24:57Z,0.665568108046,co,airSensors,TLM0100
,,0,2026-03-18T01:25:07Z,0.667168502221,co,airSensors,TLM0100
,,0,2026-03-18T01:25:17Z,0.692842355253,co,airSensors,TLM0100
,,0,2026-03-18T01:25:27Z,0.508827346914,co,airSensors,TLM0100
,,0,2026-03-18T01:25:37Z,0.721720925468,co,airSensors,TLM0100
,,0,2026-03-18T01:25:47Z,0.700473661414,co,airSensors,TLM0100
,,0,2026-03-18T01:25:57Z,0.528299790027,co,airSensors,TLM0100
,,0,2026-03-18T01:26:07Z,0.682895747257,co,airSensors,TLM0100
,,0,2026-03-18T01:26:17Z,0.681092531843,co,airSensors,TLM0100
,,0,2026-03-18T01:26:27Z,0.714357274368,co,airSensors,TLM0100
,,0,2026-03-18T01:26:37Z,0.663934000090,co,airSensors,TLM0100
,,0,2026-03-18T01:26:47Z,0.721969298086,co,airSensors,TLM0100
,,0,2026-03-18T01:26:57Z,0.706460245448,co,airSensors,TLM0100
,,0,2026-03-18T01:27:07Z,0.543955727223,co,airSensors,TLM0100
,,0,2026-03-18T01:27:17Z,0.650494027978,co,airSensors,TLM0100
,,0,2026-03-18T01:27:27Z,0.674775142015,co,airSensors,TLM0100
,,0,2026-03-18T01:27:37Z,0.721033396506,co,airSensors,TLM0100
,,0,2026-03-18T01:27:47Z,0.669818580944,co,airSensors,TLM0100
,,0,2026-03-18T01:27:57Z,0.699975201156,co,airSensors,TLM0100
,,0,2026-03-18T01:28:07Z,0.654701975625,co,airSensors,TLM0100
,,0,2026-03-18T01:28:17Z,0.667808507155,co,airSensors,TLM0100
,,0,2026-03-18T01:28:27Z,0.693115715132,co,airSensors,TLM0100
,,0,2026-03-18T01:28:37Z,0.687272107384,co,airSensors,TLM0100
,,0,2026-03-18T01:28:47Z,0.672329220578,co,airSensors,TLM0100
,,0,2026-03-18T01:28:57Z,0.620139347258,co,airSensors,TLM0100
,,0,2026-03-18T01:29:07Z,0.633062038265,co,airSensors,TLM0100
,,0,2026-03-18T01:29:17Z,0.494798439448,co,airSensors,TLM0100
,,0,2026-03-18T01:29:27Z,0.551243836143,co,airSensors,TLM0100
,,0,2026-03-18T01:29:37Z,0.558404209681,co,airSensors,TLM0100
,,0,2026-03-18T01:29:47Z,0.739622034706,co,airSensors,TLM0100
,,0,2026-03-18T01:29:57Z,0.707493681405,co,airSensors,TLM0100
,,0,2026-03-18T01:30:07Z,0.666836756092,co,airSensors,TLM0100
,,0,2026-03-18T01:30:17Z,0.747318906722,co,airSensors,TLM0100
,,0,2026-03-18T01:30:27Z,0.696830278348,co,airSensors,TLM0100
,,0,2026-03-18T01:30:37Z,0.611786772174,co,airSensors,TLM0100
,,0,2026-03-18T01:30:47Z,0.727331304462,co,airSensors,TLM0100
,,0,2026-03-18T01:30:57Z,0.687574141028,co,airSensors,TLM0100
,,0,2026-03-18T01:31:07Z,0.709671433657,co,airSensors,TLM0100
,,0,2026-03-18T01:31:17Z,0.602338481820,co,airSensors,TLM0100
,,0,2026-03-18T01:31:27Z,0.691712726927,co,airSensors,TLM0100
,,0,2026-03-18T01:31:37Z,0.671773330458,co,airSensors,TLM0100
,,0,2026-03-18T01:31:47Z,0.706671677283,co,airSensors,TLM0100
,,0,2026-03-18T01:31:57Z,0.709643889936,co,airSensors,TLM0100
,,0,2026-03-18T01:32:07Z,0.630165373222,co,airSensors,TLM0100
,,0,2026-03-18T01:32:17Z,0.702613440579,co,airSensors,TLM0100
,,0,2026-03-18T01:32:27Z,0.698074755743,co,airSensors,TLM0100
,,0,2026-03-18T01:32:37Z,0.647680831334,co,airSensors,TLM0100
,,0,2026-03-18T01:32:47Z,0.676625151833,co,airSensors,TLM0100
,,0,2026-03-18T01:32:57Z,0.669595949061,co,airSensors,TLM0100
,,0,2026-03-18T01:33:07Z,0.672622242351,co,airSensors,TLM0100
,,0,2026-03-18T01:33:17Z,0.657680378923,co,airSensors,TLM0100
,,0,2026-03-18T01:33:27Z,0.707854643511,co,airSensors,TLM0100
,,0,2026-03-18T01:33:37Z,0.536611301714,co,airSensors,TLM0100
,,0,2026-03-18T01:33:47Z,0.653226585154,co,airSensors,TLM0100
,,0,2026-03-18T01:33:57Z,0.541473299713,co,airSensors,TLM0100
,,0,2026-03-18T01:34:07Z,0.643613433286,co,airSensors,TLM0100
,,0,2026-03-18T01:34:17Z,0.692075832705,co,airSensors,TLM0100
,,0,2026-03-18T01:34:27Z,0.664328444179,co,airSensors,TLM0100
,,0,2026-03-18T01:34:37Z,0.699764348971,co,airSensors,TLM0100
,,0,2026-03-18T01:34:47Z,0.702057851679,co,airSensors,TLM0100
,,0,2026-03-18T01:34:57Z,0.672621398361,co,airSensors,TLM0100
,,0,2026-03-18T01:35:07Z,0.732630890309,co,airSensors,TLM0100
,,0,2026-03-18T01:35:17Z,0.711125192516,co,airSensors,TLM0100
,,0,2026-03-18T01:35:27Z,0.740344608287,co,airSensors,TLM0100
,,0,2026-03-18T01:35:37Z,0.717401078138,co,airSensors,TLM0100
,,0,2026-03-18T01:35:47Z,0.719873825076,co,airSensors,TLM0100
,,0,2026-03-18T01:35:57Z,0.725475269551,co,airSensors,TLM0100
,,0,2026-03-18T01:36:07Z,0.720353189397,co,airSensors,TLM0100
,,0,2026-03-18T01:36:17Z,0.683995392566,co,airSensors,TLM0100
,,0,2026-03-18T01:36:27Z,0.695846835934,co,airSensors,TLM0100
,,0,2026-03-18T01:36:37Z,0.723410626831,co,airSensors,TLM0100
,,0,2026-03-18T01:36:47Z,0.695692086091,co,airSensors,TLM0100
,,0,2026-03-18T01:36:57Z,0.715409199025,co,airSensors,TLM0100
,,0,2026-03-18T01:37:07Z,0.517837263829,co,airSensors,TLM0100
,,0,2026-03-18T01:37:17Z,0.568684161317,co,airSensors,TLM0100
,,0,2026-03-18T01:37:27Z,0.719051458379,co,airSensors,TLM0100
,,0,2026-03-18T01:37:37Z,0.727304460245,co,airSensors,TLM0100
,,0,2026-03-18T01:37:47Z,0.555157736764,co,airSensors,TLM0100
,,0,2026-03-18T01:37:57Z,0.725592659759,co,airSensors,TLM0100
,,0,2026-03-18T01:38:07Z,0.683923414924,co,airSensors,TLM0100
,,0,2026-03-18T01:38:17Z,0.688041294698,co,airSensors,TLM0100
,,0,2026-03-18T01:38:27Z,0.707358902083,co,airSensors,TLM0100
,,0,2026-03-18T01:38:37Z,0.637774512594,co,airSensors,TLM0100
,,0,2026-03-18T01:38:47Z,0.683406983060,co,airSensors,TLM0100
,,0,2026-03-18T01:38:57Z,0.656019171626,co,airSensors,TLM0100
,,0,2026-03-18T01:39:07Z,0.652049413344,co,airSensors,TLM0100
,,0,2026-03-18T01:39:17Z,0.633483264411,co,airSensors,TLM0100
,,0,2026-03-18T01:39:27Z,0.745179692361,co,airSensors,TLM0100
,,0,2026-03-18T01:39:37Z,0.691030079306,co,airSensors,TLM0100
,,0,2026-03-18T01:39:47Z,0.486219594128,co,airSensors,TLM0100
,,0,2026-03-18T01:39:57Z,0.731501188546,co,airSensors,TLM0100
,,0,2026-03-18T01:40:07Z,0.701852100046,co,airSensors,TLM0100
,,0,2026-03-18T01:40:17Z,0.702047900085,co,airSensors,TLM0100
,,0,2026-03-18T01:40:27Z,0.695352572852,co,airSensors,TLM0100
,,0,2026-03-18T01:40:37Z,0.737597216047,co,airSensors,TLM0100
,,0,2026-03-18T01:40:47Z,0.661665641072,co,airSensors,TLM0100
,,0,2026-03-18T01:40:57Z,0.677497085335,co,airSensors,TLM0100
,,0,2026-03-18T01:41:07Z,0.589373719402,co,airSensors,TLM0100
,,0,2026-03-18T01:41:17Z,0.651488630277,co,airSensors,TLM0100
,,0,2026-03-18T01:41:27Z,0.568445619917,co,airSensors,TLM0100
,,0,2026-03-18T01:41:37Z,0.682324889078,co,airSensors,TLM0100
,,0,2026-03-18T01:41:47Z,0.667554562264,co,airSensors,TLM0100
,,0,2026-03-18T01:41:57Z,0.523744991647,co,airSensors,TLM0100
,,0,2026-03-18T01:42:07Z,0.738978344696,co,airSensors,TLM0100
,,0,2026-03-18T01:42:17Z,0.690891161409,co,airSensors,TLM0100
,,0,2026-03-18T01:42:27Z,0.711953249230,co,airSensors,TLM0100
,,0,2026-03-18T01:42:37Z,0.556599641946,co,airSensors,TLM0100
,,0,2026-03-18T01:42:47Z,0.640357970507,co,airSensors,TLM0100
,,0,2026-03-18T01:42:57Z,0.703531818840,co,airSensors,TLM0100
,,0,2026-03-18T01:43:07Z,0.646313452335,co,airSensors,TLM0100
,,0,2026-03-18T01:43:17Z,0.640204389075,co,airSensors,TLM0100
,,0,2026-03-18T01:43:27Z,0.711025896539,co,airSensors,TLM0100
,,0,2026-03-18T01:43:37Z,0.589602692147,co,airSensors,TLM0100
,,0,2026-03-18T01:43:47Z,0.673778600753,co,airSensors,TLM0100
,,0,2026-03-18T01:43:57Z,0.555593178787,co,airSensors,TLM0100
,,0,2026-03-18T01:44:07Z,0.626430601713,co,airSensors,TLM0100
,,0,2026-03-18T01:44:17Z,0.659475899154,co,airSensors,TLM0100
,,0,2026-03-18T01:44:27Z,0.728974894593,co,airSensors,TLM0100
,,0,2026-03-18T01:44:37Z,0.620349101972,co,airSensors,TLM0100
,,0,2026-03-18T01:44:47Z,0.650955227981,co,airSensors,TLM0100
,,0,2026-03-18T01:44:57Z,0.720720990345,co,airSensors,TLM0100
,,0,2026-03-18T01:45:07Z,0.681619159973,co,airSensors,TLM0100
,,0,2026-03-18T01:45:17Z,0.664225783258,co,airSensors,TLM0100
,,0,2026-03-18T01:45:27Z,0.713346304089,co,airSensors,TLM0100
,,0,2026-03-18T01:45:37Z,0.627973654289,co,airSensors,TLM0100
,,0,2026-03-18T01:45:47Z,0.657631945036,co,airSensors,TLM0100
,,0,2026-03-18T01:45:57Z,0.677550379402,co,airSensors,TLM0100
,,0,2026-03-18T01:46:07Z,0.659309190777,co,airSensors,TLM0100
,,0,2026-03-18T01:46:17Z,0.493724937308,co,airSensors,TLM0100
,,0,2026-03-18T01:46:27Z,0.602423269570,co,airSensors,TLM0100
,,0,2026-03-18T01:46:37Z,0.705226779674,co,airSensors,TLM0100
,,0,2026-03-18T01:46:47Z,0.702835252769,co,airSensors,TLM0100
,,0,2026-03-18T01:46:57Z,0.719800708850,co,airSensors,TLM0100
,,0,2026-03-18T01:47:07Z,0.757960858448,co,airSensors,TLM0100
,,0,2026-03-18T01:47:17Z,0.720248071438,co,airSensors,TLM0100
,,0,2026-03-18T01:47:27Z,0.513902461933,co,airSensors,TLM0100
,,0,2026-03-18T01:47:37Z,0.525331399236,co,airSensors,TLM0100
,,0,2026-03-18T01:47:47Z,0.704858769776,co,airSensors,TLM0100
,,0,2026-03-18T01:47:57Z,0.705239543659,co,airSensors,TLM0100
,,0,2026-03-18T01:48:07Z,0.679734968873,co,airSensors,TLM0100
,,0,2026-03-18T01:48:17Z,0.701049779886,co,airSensors,TLM0100
,,0,2026-03-18T01:48:27Z,0.711250719727,co,airSensors,TLM0100
,,0,2026-03-18T01:48:37Z,0.703414246209,co,airSensors,TLM0100
,,0,2026-03-18T01:48:47Z,0.604802168453,co,airSensors,TLM0100
,,0,2026-03-18T01:48:57Z,0.643271877630,co,airSensors,TLM0100
,,0,2026-03-18T01:49:07Z,0.641115555084,co,airSensors,TLM0100
,,0,2026-03-18T01:49:17Z,0.733566045464,co,airSensors,TLM0100
,,0,2026-03-18T01:49:27Z,0.686432157619,co,airSensors,TLM0100
,,0,2026-03-18T01:49:37Z,0.711137069897,co,airSensors,TLM0100
,,0,2026-03-18T01:49:47Z,0.710995089221,co,airSensors,TLM0100
,,0,2026-03-18T01:49:57Z,0.635643162730,co,airSensors,TLM0100
,,0,2026-03-18T01:50:07Z,0.632706465568,co,airSensors,TLM0100
,,0,2026-03-18T01:50:17Z,0.672459449695,co,airSensors,TLM0100
,,0,2026-03-18T01:50:27Z,0.683526902851,co,airSensors,TLM0100
,,0,2026-03-18T01:50:37Z,0.737298403184,co,airSensors,TLM0100
,,0,2026-03-18T01:50:47Z,0.689073614791,co,airSensors,TLM0100
,,0,2026-03-18T01:50:57Z,0.487979616571,co,airSensors,TLM0100
,,0,2026-03-18T01:51:07Z,0.642354965968,co,airSensors,TLM0100
,,0,2026-03-18T01:51:17Z,0.708947070331,co,airSensors,TLM0100
,,0,2026-03-18T01:51:27Z,0.899755892231,co,airSensors,TLM0100
,,0,2026-03-18T01:51:37Z,0.725445302561,co,airSensors,TLM0100
,,0,2026-03-18T01:51:47Z,0.942290925942,co,airSensors,TLM0100
,,0,2026-03-18T01:51:57Z,0.592735584351,co,airSensors,TLM0100
,,0,2026-03-18T01:52:07Z,0.637969679688,co,airSensors,TLM0100
,,0,2026-03-18T01:52:17Z,0.640104331269,co,airSensors,TLM0100
,,0,2026-03-18T01:52:27Z,0.659906649612,co,airSensors,TLM0100
,,0,2026-03-18T01:52:37Z,0.550928893235,co,airSensors,TLM0100
,,0,2026-03-18T01:52:47Z,0.676300492361,co,airSensors,TLM0100
,,0,2026-03-18T01:52:57Z,0.681554115389,co,airSensors,TLM0100
,,0,2026-03-18T01:53:07Z,0.535046818038,co,airSensors,TLM0100
,,0,2026-03-18T01:53:17Z,0.685669462348,co,airSensors,TLM0100
,,0,2026-03-18T01:53:27Z,0.707736905128,co,airSensors,TLM0100
,,0,2026-03-18T01:53:37Z,0.714052240744,co,airSensors,TLM0100
,,0,2026-03-18T01:53:47Z,0.385865569019,co,airSensors,TLM0100
,,0,2026-03-18T01:53:57Z,0.694671446141,co,airSensors,TLM0100
,,0,2026-03-18T01:54:07Z,0.704663871766,co,airSensors,TLM0100
,,0,2026-03-18T01:54:17Z,0.752128106454,co,airSensors,TLM0100
,,0,2026-03-18T01:54:27Z,0.653670904977,co,airSensors,TLM0100
,,0,2026-03-18T01:54:37Z,0.551691454924,co,airSensors,TLM0100
,,0,2026-03-18T01:54:47Z,0.659166396379,co,airSensors,TLM0100
,,0,2026-03-18T01:54:57Z,0.696536466920,co,airSensors,TLM0100
,,0,2026-03-18T01:55:07Z,0.685369740451,co,airSensors,TLM0100
,,0,2026-03-18T01:55:17Z,0.726739825814,co,airSensors,TLM0100
,,0,2026-03-18T01:55:27Z,0.686710435149,co,airSensors,TLM0100
,,0,2026-03-18T01:55:37Z,0.515211946270,co,airSensors,TLM0100
,,0,2026-03-18T01:55:47Z,0.602251619441,co,airSensors,TLM0100
,,0,2026-03-18T01:55:57Z,0.643235370511,co,airSensors,TLM0100
,,0,2026-03-18T01:56:07Z,0.649762890501,co,airSensors,TLM0100
,,0,2026-03-18T01:56:17Z,0.667023659485,co,airSensors,TLM0100
,,0,2026-03-18T01:56:27Z,0.647956874718,co,airSensors,TLM0100
,,0,2026-03-18T01:56:37Z,0.697613195679,co,airSensors,TLM0100
,,0,2026-03-18T01:56:47Z,0.743624064034,co,airSensors,TLM0100
,,0,2026-03-18T01:56:57Z,0.680265722128,co,airSensors,TLM0100
,,0,2026-03-18T01:57:07Z,0.706530268000,co,airSensors,TLM0100
,,0,2026-03-18T01:57:17Z,0.667294948975,co,airSensors,TLM0100
,,0,2026-03-18T01:57:27Z,0.690480516872,co,airSensors,TLM0100
,,0,2026-03-18T01:57:37Z,0.690382717539,co,airSensors,TLM0100
,,0,2026-03-18T01:57:47Z,0.671663660536,co,airSensors,TLM0100
,,0,2026-03-18T01:57:57Z,0.669062306563,co,airSensors,TLM0100
,,0,2026-03-18T01:58:07Z,0.655023973469,co,airSensors,TLM0100
,,0,2026-03-18T01:58:17Z,0.680169397600,co,airSensors,TLM0100
,,0,2026-03-18T01:58:27Z,0.717468641160,co,airSensors,TLM0100
,,0,2026-03-18T01:58:37Z,0.706668797810,co,airSensors,TLM0100
,,0,2026-03-18T01:58:47Z,0.687008673025,co,airSensors,TLM0100
,,0,2026-03-18T01:58:57Z,0.709656524458,co,airSensors,TLM0100
,,0,2026-03-18T01:59:07Z,0.664268477020,co,airSensors,TLM0100
,,0,2026-03-18T01:59:17Z,0.625425787240,co,airSensors,TLM0100
,,0,2026-03-18T01:59:27Z,0.667407251108,co,airSensors,TLM0100
,,0,2026-03-18T01:59:37Z,0.571601201334,co,airSensors,TLM0100
,,0,2026-03-18T01:59:47Z,0.659322552046,co,airSensors,TLM0100
,,0,2026-03-18T01:59:57Z,0.729496105373,co,airSensors,TLM0100
